別紙　学部・研究科等組織ID一覧（2024年度）,,,,,
学部・研究科等組織ID,学校名,学部・研究科名称,所在地,課程区分,昼夜区分
0304-55-28-2X14-02-1,神戸大学,国際協力研究科,神戸市,博士課程（前期）,昼間
0304-55-28-2X14-02-1,神戸大学,国際協力研究科（博士課程(前期)）,神戸市,博士課程（前期）,昼間
0304-55-28-2Y74-02-1,神戸大学,人間発達環境学研究科,神戸市,博士課程（前期）,昼間
0304-55-28-2Y74-02-1,神戸大学,人間発達環境学研究科（博士課程(前期)）,神戸市,博士課程（前期）,昼間
0304-55-28-2Z11-02-1,神戸大学,システム情報学研究科,神戸市,博士課程（前期）,昼間
0304-55-28-2Z11-02-1,神戸大学,システム情報学研究科（博士課程(前期)）,神戸市,博士課程（前期）,昼間
0304-55-28-2Z43-02-1,神戸大学,科学技術イノベーション研究科,神戸市,博士課程（前期）,昼間
0304-55-28-2Z43-02-1,神戸大学,科学技術イノベーション研究科（博士課程(前期)）,神戸市,博士課程（前期）,昼間
0304-55-28-4A09-03-1,神戸大学,人文学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4A09-03-1,神戸大学,人文学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4A26-03-1,神戸大学,国際文化学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4A26-03-1,神戸大学,国際文化学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4C01-03-1,神戸大学,法学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4C01-03-1,神戸大学,法学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4C09-03-1,神戸大学,経済学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4C09-03-1,神戸大学,経済学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4C38-03-1,神戸大学,経営学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4C38-03-1,神戸大学,経営学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4E01-03-1,神戸大学,理学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4E01-03-1,神戸大学,理学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4G01-03-1,神戸大学,工学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4G01-03-1,神戸大学,工学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4G50-03-1,神戸大学,海事科学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4G50-03-1,神戸大学,海事科学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4K01-03-1,神戸大学,農学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4K01-03-1,神戸大学,農学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4M02-00-1,神戸大学,医学部（医学科）,神戸市,,昼間
0304-55-28-4M02-00-1,神戸大学,医学部（群）（専門課程）,神戸市,,昼間
0304-55-28-4M02-00-1,神戸大学,医学部（修業年限６年）,神戸市,,昼間
0304-55-28-4M11-03-1,神戸大学,保健学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4M11-03-1,神戸大学,保健学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4X14-03-1,神戸大学,国際協力研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4X14-03-1,神戸大学,国際協力研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4Y74-03-1,神戸大学,人間発達環境学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4Y74-03-1,神戸大学,人間発達環境学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4Z11-03-1,神戸大学,システム情報学研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4Z11-03-1,神戸大学,システム情報学研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-4Z43-03-1,神戸大学,科学技術イノベーション研究科,神戸市,博士課程（後期）,昼間
0304-55-28-4Z43-03-1,神戸大学,科学技術イノベーション研究科（博士課程(後期)）,神戸市,博士課程（後期）,昼間
0304-55-28-6M01-04-1,神戸大学,医学研究科,神戸市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0304-55-28-6M01-04-1,神戸大学,医学研究科（博士課程(一貫)）,神戸市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0304-55-28-AC38-07-1,神戸大学,経営学研究科,神戸市,専門職学位課程,昼間
0304-55-28-AC38-07-1,神戸大学,経営学研究科（専門職学位課程）,神戸市,専門職学位課程,昼間
0304-55-28-CC01-08-1,神戸大学,法学研究科,神戸市,専門職学位課程法科大学院,昼間
0312-29-29-1S01-01-1,奈良教育大学,教育学研究科,奈良,修士課程,昼間
0312-29-29-1S01-01-1,奈良教育大学,教育学研究科（修士課程）,奈良,修士課程,昼間
0312-29-29-1S02-00-1,奈良教育大学,教育学部（教員養成）,奈良,,昼間
0312-29-29-GS01-09-1,奈良教育大学,教育学研究科,奈良,専門職学位課程教職大学院,昼間
0316-29-29-1A01-00-1,奈良女子大学,文学部,奈良,,昼間
0316-29-29-1E01-00-1,奈良女子大学,理学部,奈良,,昼間
0316-29-29-1G01-00-1,奈良女子大学,工学部,奈良,,昼間
0316-29-29-1Q05-00-1,奈良女子大学,生活環境学部,奈良,,昼間
0316-29-29-2Z71-02-1,奈良女子大学,人間文化総合科学研究科,奈良,博士課程（前期）,昼間
0316-29-29-4X04-03-1,奈良女子大学,人間文化研究科,奈良,博士課程（後期）,昼間
0316-29-29-4X04-03-1,奈良女子大学,人間文化研究科（博士課程(後期)）,奈良,博士課程（後期）,昼間
0316-29-29-4X04-03-1,奈良女子大学,人間文化総合科学研究科,奈良,博士課程（後期）,昼間
0316-29-29-4Z71-03-1,奈良女子大学,人間文化総合科学研究科,奈良,博士課程（後期）,昼間
0320-30-30-1C09-00-1,和歌山大学,経済学部,和歌山,,昼間
0320-30-30-1C09-01-1,和歌山大学,経済学研究科,和歌山,修士課程,昼間
0320-30-30-1C09-01-1,和歌山大学,経済学研究科（修士課程）,和歌山,修士課程,昼間
0320-30-30-1C55-00-1,和歌山大学,観光学部,和歌山,,昼間
0320-30-30-1G10-00-1,和歌山大学,システム工学部,和歌山,,昼間
0320-30-30-1S02-00-1,和歌山大学,教育学部（教員養成）,和歌山,,昼間
0320-30-30-1Z72-00-1,和歌山大学,社会インフォマティクス学環,和歌山,,昼間
0320-30-30-1Z99-00-1,和歌山大学,いずれの学部にも所属しない聴講生・研究生等,和歌山,,昼間
0320-30-30-1Z99-00-1,和歌山大学,聴講生・研究生等,和歌山,,昼間
0320-30-30-2C70-02-1,和歌山大学,観光学研究科,和歌山,博士課程（前期）,昼間
0320-30-30-2C70-02-1,和歌山大学,観光学研究科（博士課程（前期））,和歌山,博士課程（前期）,昼間
0320-30-30-2G24-02-1,和歌山大学,システム工学研究科,和歌山,博士課程（前期）,昼間
0320-30-30-2G24-02-1,和歌山大学,システム工学研究科（博士課程(前期)）,和歌山,博士課程（前期）,昼間
0320-30-30-4C70-03-1,和歌山大学,観光学研究科,和歌山,博士課程（後期）,昼間
0320-30-30-4C70-03-1,和歌山大学,観光学研究科（博士課程（後期））,和歌山,博士課程（後期）,昼間
0320-30-30-4G24-03-1,和歌山大学,システム工学研究科,和歌山,博士課程（後期）,昼間
0320-30-30-4G24-03-1,和歌山大学,システム工学研究科（博士課程(後期)）,和歌山,博士課程（後期）,昼間
0320-30-30-GS01-09-1,和歌山大学,教育学研究科,和歌山,専門職学位課程教職大学院,昼間
0324-31-31-1G01-00-1,鳥取大学,工学部,鳥取,,昼間
0324-31-31-1K01-00-1,鳥取大学,農学部（群）,鳥取,,昼間
0324-31-31-1K01-00-1,鳥取大学,農学部（修業年限４年）,鳥取,,昼間
0324-31-31-1K01-00-1,鳥取大学,農学部（生物資源環境学科）,鳥取,,昼間
0324-31-31-1K01-00-1,鳥取大学,農学部（生命環境農学科）,鳥取,,昼間
0324-31-31-1M02-01-1,鳥取大学,医学系研究科,鳥取,修士課程,昼間
0324-31-31-1M02-01-1,鳥取大学,医学系研究科（修士課程）,鳥取,修士課程,昼間
0324-31-31-1M02-01-1,鳥取大学,医学系研究科（臨床心理学専攻（修士課程））,鳥取,修士課程,昼間
0324-31-31-1M04-00-1,鳥取大学,医学部（修業年限４年）,鳥取,,昼間
0324-31-31-1M04-00-1,鳥取大学,医学部（保健学科）,鳥取,,昼間
0324-31-31-1M06-00-1,鳥取大学,医学部（群）（その他）,鳥取,,昼間
0324-31-31-1M06-00-1,鳥取大学,医学部（修業年限４年）,鳥取,,昼間
0324-31-31-1M06-00-1,鳥取大学,医学部（生命科学科）,鳥取,,昼間
0324-31-31-1X92-00-1,鳥取大学,地域学部,鳥取,,昼間
0324-31-31-2M02-02-1,鳥取大学,医学系研究科,鳥取,博士課程（前期）,昼間
0324-31-31-2M02-02-1,鳥取大学,医学系研究科（博士課程(前期)）,鳥取,博士課程（前期）,昼間
0324-31-31-2M02-02-1,鳥取大学,医学系研究科（博士前期課程）,鳥取,博士課程（前期）,昼間
0324-31-31-2Z54-02-1,鳥取大学,持続性社会創生科学研究科,鳥取,博士課程（前期）,昼間
0324-31-31-2Z54-02-1,鳥取大学,持続性社会創生科学研究科（博士前期課程）,鳥取,博士課程（前期）,昼間
0324-31-31-4G01-03-1,鳥取大学,工学研究科,鳥取,博士課程（後期）,昼間
0324-31-31-4G01-03-1,鳥取大学,工学研究科（博士課程(後期)）,鳥取,博士課程（後期）,昼間
0324-31-31-4G01-03-1,鳥取大学,工学研究科（博士後期課程）,鳥取,博士課程（後期）,昼間
0324-31-31-4K10-00-1,鳥取大学,農学部（６年制）,鳥取,,昼間
0324-31-31-4K10-00-1,鳥取大学,農学部（共同獣医学科）,鳥取,,昼間
0324-31-31-4K10-00-1,鳥取大学,農学部（修業年限６年）,鳥取,,昼間
0324-31-31-4K11-03-1,鳥取大学,連合農学研究科,鳥取,博士課程（後期）,昼間
0324-31-31-4K11-03-1,鳥取大学,連合農学研究科（博士課程(後期)）,鳥取,博士課程（後期）,昼間
0324-31-31-4K11-03-1,鳥取大学,連合農学研究科（博士課程）,鳥取,博士課程（後期）,昼間
0324-31-31-4M02-00-1,鳥取大学,医学部（医学科）,鳥取,,昼間
0324-31-31-4M02-00-1,鳥取大学,医学部（群）（専門課程）,鳥取,,昼間
0324-31-31-4M02-00-1,鳥取大学,医学部（修業年限６年）,鳥取,,昼間
0324-31-31-4M02-03-1,鳥取大学,医学系研究科,鳥取,博士課程（後期）,昼間
0324-31-31-4M02-03-1,鳥取大学,医学系研究科（博士課程(後期)）,鳥取,博士課程（後期）,昼間
0324-31-31-4M02-03-1,鳥取大学,医学系研究科（博士後期課程）,鳥取,博士課程（後期）,昼間
0324-31-31-6K39-04-1,鳥取大学,共同獣医学研究科,鳥取,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0324-31-31-6M02-04-1,鳥取大学,医学系研究科,鳥取,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0324-31-31-6M02-04-1,鳥取大学,医学系研究科（医学専攻（博士課程)）,鳥取,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0324-31-31-6M02-04-1,鳥取大学,医学系研究科（博士課程(一貫)）,鳥取,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0332-68-33-1A01-00-1,岡山大学,文学部,岡山市,,昼間
0332-68-33-1C05-00-1,岡山大学,法学部,岡山市,,昼間
0332-68-33-1C09-00-1,岡山大学,経済学部,岡山市,,昼間
0332-68-33-1E01-00-1,岡山大学,理学部,岡山市,,昼間
0332-68-33-1G01-00-1,岡山大学,工学部,岡山市,,昼間
0332-68-33-1K01-00-1,岡山大学,農学部,岡山市,,昼間
0332-68-33-1K01-00-1,岡山大学,農学部（群）,岡山市,,昼間
0332-68-33-1M04-00-1,岡山大学,医学部,岡山市,,昼間
0332-68-33-1M04-00-1,岡山大学,医学部（修業年限４年）,岡山市,,昼間
0332-68-33-1M04-00-1,岡山大学,医学部（保健学科）,岡山市,,昼間
0332-68-33-1M10-00-1,岡山大学,薬学部（４年制）,岡山市,,昼間
0332-68-33-1M10-00-1,岡山大学,薬学部（修業年限４年）,岡山市,,昼間
0332-68-33-1M32-01-1,岡山大学,医歯薬学総合研究科,岡山市,修士課程,昼間
0332-68-33-1M32-01-1,岡山大学,医歯薬学総合研究科（修士課程）,岡山市,修士課程,昼間
0332-68-33-1S01-01-1,岡山大学,教育学研究科,岡山市,修士課程,昼間
0332-68-33-1S01-01-1,岡山大学,教育学研究科（修士課程）,岡山市,修士課程,昼間
0332-68-33-1S02-00-1,岡山大学,教育学部,岡山市,,昼間
0332-68-33-1S02-00-1,岡山大学,教育学部（教員養成）,岡山市,,昼間
0332-68-33-1X48-00-1,岡山大学,環境理工学部,岡山市,,昼間
0332-68-33-1Z99-00-1,岡山大学,いずれの学部にも所属しない聴講生・研究生等,岡山市,,昼間
0332-68-33-2C05-00-2,岡山大学,法学部,岡山市,,夜間
0332-68-33-2C05-00-2,岡山大学,法学部（夜：修業年限４年）,岡山市,,夜間
0332-68-33-2C05-00-2,岡山大学,法学部（夜：修業年限４年）（夜間）,岡山市,,夜間
0332-68-33-2C05-00-2,岡山大学,法学部（夜間主コース）,岡山市,,夜間
0332-68-33-2C09-00-2,岡山大学,経済学部,岡山市,,夜間
0332-68-33-2C09-00-2,岡山大学,経済学部（夜：修業年限４年）,岡山市,,夜間
0332-68-33-2C09-00-2,岡山大学,経済学部（夜：修業年限４年）（夜間）,岡山市,,夜間
0332-68-33-2C09-00-2,岡山大学,経済学部（夜間主コース）,岡山市,,夜間
0332-68-33-2M11-02-1,岡山大学,保健学研究科,岡山市,博士課程（前期）,昼間
0332-68-33-2M11-02-1,岡山大学,保健学研究科（博士前期課程）,岡山市,博士課程（前期）,昼間
0332-68-33-2M11-02-1,岡山大学,保健学研究科（博士前期課程）（博士課程(前期)）,岡山市,博士課程（前期）,昼間
0332-68-33-2M32-02-1,岡山大学,医歯薬学総合研究科,岡山市,博士課程（前期）,昼間
0332-68-33-2M32-02-1,岡山大学,医歯薬学総合研究科（博士課程(前期)）,岡山市,博士課程（前期）,昼間
0332-68-33-2M32-02-1,岡山大学,医歯薬学総合研究科（博士前期課程）,岡山市,博士課程（前期）,昼間
0332-68-33-2X08-02-1,岡山大学,自然科学研究科,岡山市,博士課程（前期）,昼間
0332-68-33-2X08-02-1,岡山大学,自然科学研究科（博士課程(前期)）,岡山市,博士課程（前期）,昼間
0332-68-33-2X08-02-1,岡山大学,自然科学研究科（博士前期課程）,岡山市,博士課程（前期）,昼間
0332-68-33-2X52-02-1,岡山大学,社会文化科学研究科,岡山市,博士課程（前期）,昼間
0332-68-33-2X52-02-1,岡山大学,社会文化科学研究科（博士課程(前期)）,岡山市,博士課程（前期）,昼間
0332-68-33-2X52-02-1,岡山大学,社会文化科学研究科（博士前期課程）,岡山市,博士課程（前期）,昼間
0332-68-33-2Z24-02-1,岡山大学,環境生命科学研究科,岡山市,博士課程（前期）,昼間
0332-68-33-2Z24-02-1,岡山大学,環境生命科学研究科（博士課程(前期)）,岡山市,博士課程（前期）,昼間
0332-68-33-2Z24-02-1,岡山大学,環境生命科学研究科（博士前期課程）,岡山市,博士課程（前期）,昼間
0332-68-33-2Z58-02-1,岡山大学,ヘルスシステム統合科学研究科,岡山市,博士課程（前期）,昼間
0332-68-33-2Z58-02-1,岡山大学,ヘルスシステム統合科学研究科（博士前期課程）,岡山市,博士課程（前期）,昼間
0332-68-33-2Z99-00-2,岡山大学,いずれの学部にも所属しない聴講生・研究生等,岡山市,,夜間
0332-68-33-3X08-05-1,岡山大学,自然科学研究科,岡山市,博士課程(一貫),昼間
0332-68-33-3X08-05-1,岡山大学,自然科学研究科（博士課程(一貫前期)）,岡山市,博士課程(一貫),昼間
0332-68-33-4M02-00-1,岡山大学,医学部,岡山市,,昼間
0332-68-33-4M02-00-1,岡山大学,医学部（医学科）,岡山市,,昼間
0332-68-33-4M02-00-1,岡山大学,医学部（群）（専門課程）,岡山市,,昼間
0332-68-33-4M02-00-1,岡山大学,医学部（修業年限６年）,岡山市,,昼間
0332-68-33-4M08-00-1,岡山大学,歯学部,岡山市,,昼間
0332-68-33-4M08-00-1,岡山大学,歯学部（修業年限６年）,岡山市,,昼間
0332-68-33-4M08-00-1,岡山大学,歯学部（専門課程）,岡山市,,昼間
0332-68-33-4M11-03-1,岡山大学,保健学研究科,岡山市,博士課程（後期）,昼間
0332-68-33-4M11-03-1,岡山大学,保健学研究科（博士課程(後期)）,岡山市,博士課程（後期）,昼間
0332-68-33-4M11-03-1,岡山大学,保健学研究科（博士後期課程),岡山市,博士課程（後期）,昼間
0332-68-33-4M32-03-1,岡山大学,医歯薬学総合研究科,岡山市,博士課程（後期）,昼間
0332-68-33-4M32-03-1,岡山大学,医歯薬学総合研究科（博士課程(後期)）,岡山市,博士課程（後期）,昼間
0332-68-33-4M32-03-1,岡山大学,医歯薬学総合研究科（博士後期課程）,岡山市,博士課程（後期）,昼間
0332-68-33-4M48-00-1,岡山大学,薬学部（６年制）,岡山市,,昼間
0332-68-33-4M48-00-1,岡山大学,薬学部（修業年限６年）,岡山市,,昼間
0332-68-33-4X08-03-1,岡山大学,自然科学研究科,岡山市,博士課程（後期）,昼間
0332-68-33-4X08-03-1,岡山大学,自然科学研究科（博士課程(後期)）,岡山市,博士課程（後期）,昼間
0332-68-33-4X08-03-1,岡山大学,自然科学研究科（博士後期課程),岡山市,博士課程（後期）,昼間
0332-68-33-4X52-03-1,岡山大学,社会文化科学研究科,岡山市,博士課程（後期）,昼間
0332-68-33-4X52-03-1,岡山大学,社会文化科学研究科（博士課程(後期)）,岡山市,博士課程（後期）,昼間
0332-68-33-4X52-03-1,岡山大学,社会文化科学研究科（博士後期課程),岡山市,博士課程（後期）,昼間
0332-68-33-4Z24-03-1,岡山大学,環境生命科学研究科,岡山市,博士課程（後期）,昼間
0332-68-33-4Z24-03-1,岡山大学,環境生命科学研究科（博士課程(後期)）,岡山市,博士課程（後期）,昼間
0332-68-33-4Z24-03-1,岡山大学,環境生命科学研究科（博士後期課程）,岡山市,博士課程（後期）,昼間
0332-68-33-4Z58-03-1,岡山大学,ヘルスシステム統合科学研究科,岡山市,博士課程（後期）,昼間
0332-68-33-4Z58-03-1,岡山大学,ヘルスシステム統合科学研究科（博士後期課程）,岡山市,博士課程（後期）,昼間
0332-68-33-5X08-06-1,岡山大学,自然科学研究科,岡山市,博士課程（医歯薬学、獣医学関係以外の一貫制課程3～5年次）,昼間
0332-68-33-5X08-06-1,岡山大学,自然科学研究科（博士課程(一貫後期)）,岡山市,博士課程（医歯薬学、獣医学関係以外の一貫制課程3～5年次）,昼間
0332-68-33-6M32-04-1,岡山大学,医歯薬学総合研究科,岡山市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0332-68-33-6M32-04-1,岡山大学,医歯薬学総合研究科（博士課程(一貫)）,岡山市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0332-68-33-6M32-04-1,岡山大学,医歯薬学総合研究科（博士課程）,岡山市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0332-68-33-CC83-08-1,岡山大学,法務研究科,岡山市,専門職学位課程法科大学院,昼間
0332-68-33-GS01-09-1,岡山大学,教育学研究科,岡山市,専門職学位課程教職大学院,昼間
0336-34-34-1A01-00-1,広島大学,文学部,広島,,昼間
0336-34-34-1C09-00-1,広島大学,経済学部,広島,,昼間
0336-34-34-1E01-00-1,広島大学,理学部,広島,,昼間
0336-34-34-1G01-00-1,広島大学,工学部,広島,,昼間
0336-34-34-1K20-00-1,広島大学,生物生産学部,広島,,昼間
0336-34-34-1S01-00-1,広島大学,教育学部（教員養成以外）,広島,,昼間
0336-34-34-1S02-00-1,広島大学,教育学部（教員養成）,広島,,昼間
0336-34-34-1X09-00-1,広島大学,総合科学部,広島,,昼間
0336-34-34-1X59-01-1,広島大学,人間社会科学研究科,広島,修士課程,昼間
0336-34-34-1X59-01-1,広島大学,人間社会科学研究科研究科,広島,修士課程,昼間
0336-34-34-1Z45-00-1,広島大学,情報科学部,広島,,昼間
0336-34-34-1Z72-01-1,広島大学,先進理工系科学研究科,広島,修士課程,昼間
0336-34-34-1Z99-00-1,広島大学,いずれの学部にも所属しない聴講生・研究生等,広島,,昼間
0336-34-34-2A01-02-1,広島大学,文学研究科,広島,博士課程（前期）,昼間
0336-34-34-2A01-02-1,広島大学,文学研究科（博士課程(前期)）,広島,博士課程（前期）,昼間
0336-34-34-2S01-02-1,広島大学,教育学研究科,広島,博士課程（前期）,昼間
0336-34-34-2S01-02-1,広島大学,教育学研究科（博士課程(前期)）,広島,博士課程（前期）,昼間
0336-34-34-2X09-02-1,広島大学,総合科学研究科,広島,博士課程（前期）,昼間
0336-34-34-2X09-02-1,広島大学,総合科学研究科（博士課程(前期)）,広島,博士課程（前期）,昼間
0336-34-34-2X14-02-1,広島大学,国際協力研究科,広島,博士課程（前期）,昼間
0336-34-34-2X14-02-1,広島大学,国際協力研究科（博士課程(前期)）,広島,博士課程（前期）,昼間
0336-34-34-2X59-02-1,広島大学,人間社会科学研究科,広島,博士課程（前期）,昼間
0336-34-34-2Z64-02-1,広島大学,統合生命科学研究科,広島,博士課程（前期）,昼間
0336-34-34-2Z72-02-1,広島大学,先進理工系科学研究科,広島,博士課程（前期）,昼間
0336-34-34-4A01-03-1,広島大学,文学研究科,広島,博士課程（後期）,昼間
0336-34-34-4A01-03-1,広島大学,文学研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
0336-34-34-4E01-03-1,広島大学,理学研究科,広島,博士課程（後期）,昼間
0336-34-34-4E01-03-1,広島大学,理学研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
0336-34-34-4G01-03-1,広島大学,工学研究科,広島,博士課程（後期）,昼間
0336-34-34-4G01-03-1,広島大学,工学研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
0336-34-34-4S01-03-1,広島大学,教育学研究科,広島,博士課程（後期）,昼間
0336-34-34-4S01-03-1,広島大学,教育学研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
0336-34-34-4X09-03-1,広島大学,総合科学研究科,広島,博士課程（後期）,昼間
0336-34-34-4X09-03-1,広島大学,総合科学研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
0336-34-34-4X14-03-1,広島大学,国際協力研究科,広島,博士課程（後期）,昼間
0336-34-34-4X14-03-1,広島大学,国際協力研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
0336-34-34-4X36-03-1,広島大学,生物圏科学研究科,広島,博士課程（後期）,昼間
0336-34-34-4X36-03-1,広島大学,生物圏科学研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
0336-34-34-4X59-03-1,広島大学,人間社会科学研究科,広島,博士課程（後期）,昼間
0336-34-34-4X64-03-1,広島大学,先端物質科学研究科,広島,博士課程（後期）,昼間
0336-34-34-4X64-03-1,広島大学,先端物質科学研究科（博士課程(後期)）,広島,博士課程（後期）,昼間
0336-34-34-4Z64-03-1,広島大学,統合生命科学研究科,広島,博士課程（後期）,昼間
0336-34-34-4Z72-03-1,広島大学,先進理工系科学研究科,広島,博士課程（後期）,昼間
0336-34-34-GX59-09-1,広島大学,人間社会科学研究科,広島,専門職学位課程教職大学院,昼間
0336-60-34-1C05-00-1,広島大学,法学部,広島,,昼間
0336-60-34-1M04-00-1,広島大学,医学部（修業年限４年）,広島市,,昼間
0336-60-34-1M04-00-1,広島大学,医学部（進学課程：１年次）（修業年限４年）,広島市,,昼間
0336-60-34-1M04-00-1,広島大学,医学部（保健学科）,広島市,,昼間
0336-60-34-1M09-00-1,広島大学,歯学部（その他）,広島市,,昼間
0336-60-34-1M09-00-1,広島大学,歯学部（専門課程：2年次～４年次）（修業年限４年）,広島市,,昼間
0336-60-34-1M10-00-1,広島大学,薬学部（４年制）,広島市,,昼間
0336-60-34-1M10-00-1,広島大学,薬学部（修業年限４年）,広島市,,昼間
0336-60-34-1M10-00-1,広島大学,薬学部（進学課程：１年次）（修業年限４年）,広島市,,昼間
0336-60-34-2C05-00-2,広島大学,法学部,広島市,,夜間
0336-60-34-2C05-00-2,広島大学,法学部（夜間主）（夜間）,広島市,,夜間
0336-60-34-2C05-00-2,広島大学,法学部（夜間主コース）,広島市,,夜間
0336-60-34-2C09-00-2,広島大学,経済学部,広島市,,夜間
0336-60-34-2C09-00-2,広島大学,経済学部（夜間主）（夜間）,広島市,,夜間
0336-60-34-2C09-00-2,広島大学,経済学部（夜間主コース）,広島市,,夜間
0336-60-34-2M85-02-1,広島大学,医系科学研究科,広島市,博士課程（前期）,昼間
0336-60-34-4C06-03-1,広島大学,社会科学研究科,広島市,博士課程（後期）,昼間
0336-60-34-4M02-00-1,広島大学,医学部（群）（専門課程）,広島市,,昼間
0336-60-34-4M02-00-1,広島大学,医学部（進学課程：１年次）（修業年限６年）,広島市,,昼間
0336-60-34-4M08-00-1,広島大学,歯学部（修業年限６年）,広島市,,昼間
0336-60-34-4M08-00-1,広島大学,歯学部（進学課程：１年次）（修業年限６年）,広島市,,昼間
0336-60-34-4M08-00-1,広島大学,歯学部（専門課程）,広島市,,昼間
0336-60-34-4M48-00-1,広島大学,薬学部（６年制）,広島市,,昼間
0336-60-34-4M48-00-1,広島大学,薬学部（修業年限６年）,広島市,,昼間
0336-60-34-4M48-00-1,広島大学,薬学部（進学課程：１年次）（修業年限６年）,広島市,,昼間
0336-60-34-4M76-03-1,広島大学,医歯薬保健学研究科,広島市,博士課程（後期）,昼間
0336-60-34-4M76-03-1,広島大学,医歯薬保健学研究科（博士課程(後期)）,広島市,博士課程（後期）,昼間
0336-60-34-4M85-03-1,広島大学,医系科学研究科,広島市,博士課程（後期）,昼間
0336-60-34-6M76-04-1,広島大学,医歯薬保健学研究科,広島市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0336-60-34-6M76-04-1,広島大学,医歯薬保健学研究科（４年制）,広島市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0336-60-34-6M76-04-1,広島大学,医歯薬保健学研究科（４年制）（博士課程(一貫)）,広島市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0336-60-34-6M76-04-1,広島大学,医歯薬保健学研究科（博士課程(４年一貫制)）,広島市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0336-60-34-6M85-04-1,広島大学,医系科学研究科,広島市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0336-60-34-7C06-02-2,広島大学,社会科学研究科,広島市,博士課程（前期）,夜間
0336-60-34-7C06-02-2,広島大学,社会科学研究科（博士課程(前期)）（夜間）,広島市,博士課程（前期）,夜間
0336-60-34-8C06-03-2,広島大学,社会科学研究科,広島市,博士課程（後期）,夜間
0336-60-34-8C06-03-2,広島大学,社会科学研究科（博士課程(後期)）（夜間）,広島市,博士課程（後期）,夜間
0336-60-34-CC83-08-1,広島大学,法務研究科,広島市,専門職学位課程法科大学院,昼間
0336-60-34-CX59-08-1,広島大学,人間社会科学研究科,広島市,専門職学位課程法科大学院,昼間
0340-35-35-1A06-00-1,山口大学,人文学部,山口,,昼間
0340-35-35-1A06-00-1,山口大学,人文学部（群）,山口,,昼間
0340-35-35-1A08-01-1,山口大学,人文科学研究科,山口,修士課程,昼間
0340-35-35-1A08-01-1,山口大学,人文科学研究科（修士課程）,山口,修士課程,昼間
0340-35-35-1C09-00-1,山口大学,経済学部,山口,,昼間
0340-35-35-1C09-01-1,山口大学,経済学研究科,山口,修士課程,昼間
0340-35-35-1C09-01-1,山口大学,経済学研究科（修士課程）,山口,修士課程,昼間
