別紙　学部・研究科等組織ID一覧（2024年度）,,,,,
学部・研究科等組織ID,学校名,学部・研究科名称,所在地,課程区分,昼夜区分
0172-50-13-AG02-07-1,東京大学,工学系研究科（専門職学位課程）,東京(23区),専門職学位課程,昼間
0172-50-13-AM02-07-1,東京大学,医学系研究科,東京(23区),専門職学位課程,昼間
0172-50-13-AM02-07-1,東京大学,医学系研究科（専門職学位課程）,東京(23区),専門職学位課程,昼間
0172-50-13-CC02-08-1,東京大学,法学政治学研究科,東京(23区),専門職学位課程法科大学院,昼間
0176-12-12-1M04-00-1,東京医科歯科大学,医学部（修業年限４年）,千葉,,昼間
0176-12-12-1M04-00-1,東京医科歯科大学,医学部（保健衛生学科1年次）,千葉,,昼間
0176-12-12-1M04-00-1,東京医科歯科大学,医学部（保健学科）,千葉,,昼間
0176-12-12-1M09-00-1,東京医科歯科大学,歯学部（その他）,千葉,,昼間
0176-12-12-1M09-00-1,東京医科歯科大学,歯学部（口腔保健学科1年次）,千葉,,昼間
0176-12-12-1M09-00-1,東京医科歯科大学,歯学部（修業年限４年）,千葉,,昼間
0176-12-12-4M02-00-1,東京医科歯科大学,医学部（医学科1年次）,千葉,,昼間
0176-12-12-4M02-00-1,東京医科歯科大学,医学部（群）（専門課程）,千葉,,昼間
0176-12-12-4M02-00-1,東京医科歯科大学,医学部（修業年限６年）,千葉,,昼間
0176-12-12-4M08-00-1,東京医科歯科大学,歯学部（歯学科1年次）,千葉,,昼間
0176-12-12-4M08-00-1,東京医科歯科大学,歯学部（修業年限６年）,千葉,,昼間
0176-12-12-4M08-00-1,東京医科歯科大学,歯学部（専門課程）,千葉,,昼間
0176-50-13-1M04-00-1,東京医科歯科大学,医学部（１年次）（修業年限４年）,東京(23区),,昼間
0176-50-13-1M04-00-1,東京医科歯科大学,医学部（修業年限４年）,東京(23区),,昼間
0176-50-13-1M04-00-1,東京医科歯科大学,医学部（保健衛生学科2～4年次）,東京(23区),,昼間
0176-50-13-1M04-00-1,東京医科歯科大学,医学部（保健学科）,東京(23区),,昼間
0176-50-13-1M09-00-1,東京医科歯科大学,歯学部（１年次）（修業年限４年）,東京(23区),,昼間
0176-50-13-1M09-00-1,東京医科歯科大学,歯学部（その他）,東京(23区),,昼間
0176-50-13-1M09-00-1,東京医科歯科大学,歯学部（口腔保健学科2～4年）,東京(23区),,昼間
0176-50-13-1M09-00-1,東京医科歯科大学,歯学部（修業年限４年）,東京(23区),,昼間
0176-50-13-1M09-00-1,東京医科歯科大学,歯学部口腔保健学科,東京(23区),,昼間
0176-50-13-1M22-01-1,東京医科歯科大学,医歯学総合研究科,東京(23区),修士課程,昼間
0176-50-13-1M22-01-1,東京医科歯科大学,医歯学総合研究科（修士課程）,東京(23区),修士課程,昼間
0176-50-13-4M02-00-1,東京医科歯科大学,医学部（１年次）（修業年限６年）,東京(23区),,昼間
0176-50-13-4M02-00-1,東京医科歯科大学,医学部（2～6年次）,東京(23区),,昼間
0176-50-13-4M02-00-1,東京医科歯科大学,医学部（群）（専門課程）,東京(23区),,昼間
0176-50-13-4M02-00-1,東京医科歯科大学,医学部（修業年限６年）,東京(23区),,昼間
0176-50-13-4M08-00-1,東京医科歯科大学,歯学部（１年次）（修業年限６年）,東京(23区),,昼間
0176-50-13-4M08-00-1,東京医科歯科大学,歯学部（歯学科2～6年次）,東京(23区),,昼間
0176-50-13-4M08-00-1,東京医科歯科大学,歯学部（修業年限６年）,東京(23区),,昼間
0176-50-13-4M08-00-1,東京医科歯科大学,歯学部（専門課程）,東京(23区),,昼間
0176-50-13-4M22-03-1,東京医科歯科大学,医歯学総合研究科,東京(23区),博士課程（後期）,昼間
0176-50-13-4M22-03-1,東京医科歯科大学,医歯学総合研究科（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0176-50-13-4M24-03-1,東京医科歯科大学,保健衛生学研究科,東京(23区),博士課程（後期）,昼間
0176-50-13-4M24-03-1,東京医科歯科大学,保健衛生学研究科（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0176-50-13-5M24-06-1,東京医科歯科大学,保健衛生学研究科,東京(23区),博士課程（医歯薬学、獣医学関係以外の一貫制課程3～5年次）,昼間
0176-50-13-5M24-06-1,東京医科歯科大学,保健衛生学研究科（3～5年次）,東京(23区),博士課程（医歯薬学、獣医学関係以外の一貫制課程3～5年次）,昼間
0176-50-13-6M22-04-1,東京医科歯科大学,医歯学総合研究科,東京(23区),博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0176-50-13-6M22-04-1,東京医科歯科大学,医歯学総合研究科（博士課程(一貫)）,東京(23区),博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0176-50-13-6M90-04-1,東京医科歯科大学,医歯学総合研究科,東京(23区),博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0180-13-13-1A56-00-1,東京外国語大学,言語文化学部,東京,,昼間
0180-13-13-1A57-00-1,東京外国語大学,国際社会学部,東京,,昼間
0180-13-13-1A64-00-1,東京外国語大学,国際日本学部,東京,,昼間
0180-13-13-2Y99-02-1,東京外国語大学,総合国際学研究科,東京,博士課程（前期）,昼間
0180-13-13-2Y99-02-1,東京外国語大学,総合国際学研究科（博士課程(前期)）,東京,博士課程（前期）,昼間
0180-13-13-4Y99-03-1,東京外国語大学,総合国際学研究科,東京,博士課程（後期）,昼間
0180-13-13-4Y99-03-1,東京外国語大学,総合国際学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0184-08-08-1V02-00-1,東京芸術大学,美術学部,茨城,,昼間
0184-08-08-1V03-01-1,東京芸術大学,美術研究科,茨城,修士課程,昼間
0184-08-08-1V03-01-1,東京芸術大学,美術研究科（修士課程）,茨城,修士課程,昼間
0184-50-13-1V02-00-1,東京芸術大学,美術学部,東京(23区),,昼間
0184-50-13-1V03-01-1,東京芸術大学,美術研究科,東京(23区),修士課程,昼間
0184-50-13-1V03-01-1,東京芸術大学,美術研究科（修士課程）,東京(23区),修士課程,昼間
0184-50-13-1V05-00-1,東京芸術大学,音楽学部,東京(23区),,昼間
0184-50-13-1V05-01-1,東京芸術大学,音楽研究科,東京(23区),修士課程,昼間
0184-50-13-1V05-01-1,東京芸術大学,音楽研究科（修士課程）,東京(23区),修士課程,昼間
0184-50-13-1V21-01-1,東京芸術大学,国際芸術創造研究科,東京(23区),修士課程,昼間
0184-50-13-1V21-01-1,東京芸術大学,国際芸術創造研究科（修士課程）,東京(23区),修士課程,昼間
0184-50-13-4V03-03-1,東京芸術大学,美術研究科,東京(23区),博士課程（後期）,昼間
0184-50-13-4V03-03-1,東京芸術大学,美術研究科（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0184-50-13-4V05-03-1,東京芸術大学,音楽研究科,東京(23区),博士課程（後期）,昼間
0184-50-13-4V05-03-1,東京芸術大学,音楽研究科（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0184-50-13-4V21-03-1,東京芸術大学,国際芸術創造研究科,東京(23区),博士課程（後期）,昼間
0184-50-13-4V21-03-1,東京芸術大学,国際芸術創造研究科（博士課程（後期））,東京(23区),博士課程（後期）,昼間
0184-51-14-1V17-01-1,東京芸術大学,映像研究科,横浜市,修士課程,昼間
0184-51-14-1V17-01-1,東京芸術大学,映像研究科（修士課程）,横浜市,修士課程,昼間
0184-51-14-4V17-03-1,東京芸術大学,映像研究科,横浜市,博士課程（後期）,昼間
0184-51-14-4V17-03-1,東京芸術大学,映像研究科（博士課程(後期)）,横浜市,博士課程（後期）,昼間
0192-50-13-1E01-00-1,東京工業大学,理学部,東京(23区),,昼間
0192-50-13-1E27-00-1,東京工業大学,理学院,東京(23区),,昼間
0192-50-13-1E27-00-1,東京工業大学,理学院（学士課程）,東京(23区),,昼間
0192-50-13-1E28-01-1,東京工業大学,理学院,東京(23区),修士課程,昼間
0192-50-13-1E28-01-1,東京工業大学,理学院（修士課程）,東京(23区),修士課程,昼間
0192-50-13-1G01-00-1,東京工業大学,工学部,東京(23区),,昼間
0192-50-13-1G58-00-1,東京工業大学,工学院,東京(23区),,昼間
0192-50-13-1G58-00-1,東京工業大学,工学院（学士課程）,東京(23区),,昼間
0192-50-13-1G60-01-1,東京工業大学,工学院,東京(23区),修士課程,昼間
0192-50-13-1G60-01-1,東京工業大学,工学院（修士課程）,東京(23区),修士課程,昼間
0192-50-13-1Z36-00-1,東京工業大学,生命理工学院,東京(23区),,昼間
0192-50-13-1Z36-00-1,東京工業大学,生命理工学院（学士課程）,東京(23区),,昼間
0192-50-13-1Z37-00-1,東京工業大学,物質理工学院,東京(23区),,昼間
0192-50-13-1Z37-00-1,東京工業大学,物質理工学院（学士課程）,東京(23区),,昼間
0192-50-13-1Z38-00-1,東京工業大学,情報理工学院,東京(23区),,昼間
0192-50-13-1Z38-00-1,東京工業大学,情報理工学院（学士課程）,東京(23区),,昼間
0192-50-13-1Z39-00-1,東京工業大学,環境・社会理工学院,東京(23区),,昼間
0192-50-13-1Z39-00-1,東京工業大学,環境・社会理工学院（学士課程）,東京(23区),,昼間
0192-50-13-1Z39-01-1,東京工業大学,生命理工学院,東京(23区),修士課程,昼間
0192-50-13-1Z39-01-1,東京工業大学,生命理工学院（修士課程）,東京(23区),修士課程,昼間
0192-50-13-1Z40-01-1,東京工業大学,物質理工学院,東京(23区),修士課程,昼間
0192-50-13-1Z40-01-1,東京工業大学,物質理工学院（修士課程）,東京(23区),修士課程,昼間
0192-50-13-1Z41-01-1,東京工業大学,情報理工学院,東京(23区),修士課程,昼間
0192-50-13-1Z41-01-1,東京工業大学,情報理工学院（修士課程）,東京(23区),修士課程,昼間
0192-50-13-1Z42-01-1,東京工業大学,環境・社会理工学院,東京(23区),修士課程,昼間
0192-50-13-1Z42-01-1,東京工業大学,環境・社会理工学院（修士課程）,東京(23区),修士課程,昼間
0192-50-13-4E28-03-1,東京工業大学,理学院,東京(23区),博士課程（後期）,昼間
0192-50-13-4E28-03-1,東京工業大学,理学院（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0192-50-13-4G60-03-1,東京工業大学,工学院,東京(23区),博士課程（後期）,昼間
0192-50-13-4G60-03-1,東京工業大学,工学院（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0192-50-13-4X27-03-1,東京工業大学,社会理工学研究科,東京(23区),博士課程（後期）,昼間
0192-50-13-4X27-03-1,東京工業大学,社会理工学研究科（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0192-50-13-4Y52-03-1,東京工業大学,イノベーション（・）マネジメント研究科,東京(23区),博士課程（後期）,昼間
0192-50-13-4Y52-03-1,東京工業大学,イノベーションマネジメント研究科,東京(23区),博士課程（後期）,昼間
0192-50-13-4Y52-03-1,東京工業大学,イノベーションマネジメント研究科（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0192-50-13-4Z39-03-1,東京工業大学,生命理工学院,東京(23区),博士課程（後期）,昼間
0192-50-13-4Z39-03-1,東京工業大学,生命理工学院（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0192-50-13-4Z40-03-1,東京工業大学,物質理工学院,東京(23区),博士課程（後期）,昼間
0192-50-13-4Z40-03-1,東京工業大学,物質理工学院（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0192-50-13-4Z41-03-1,東京工業大学,情報理工学院,東京(23区),博士課程（後期）,昼間
0192-50-13-4Z41-03-1,東京工業大学,情報理工学院（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0192-50-13-4Z42-03-1,東京工業大学,環境・社会理工学院,東京(23区),博士課程（後期）,昼間
0192-50-13-4Z42-03-1,東京工業大学,環境・社会理工学院（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0192-50-13-AZ42-07-1,東京工業大学,環境・社会理工学院,東京(23区),専門職学位課程,昼間
0192-50-13-AZ42-07-1,東京工業大学,環境・社会理工学院（専門職学位課程）,東京(23区),専門職学位課程,昼間
0192-51-14-4X03-03-1,東京工業大学,総合理工学研究科,横浜市,博士課程（後期）,昼間
0192-51-14-4X03-03-1,東京工業大学,総合理工学研究科（博士課程(後期)）,横浜市,博士課程（後期）,昼間
0192-51-14-4X13-03-1,東京工業大学,生命理工学研究科,横浜市,博士課程（後期）,昼間
0192-51-14-4X13-03-1,東京工業大学,生命理工学研究科（博士課程(後期)）,横浜市,博士課程（後期）,昼間
0204-50-13-1E01-00-1,お茶の水女子大学,理学部,東京(23区),,昼間
0204-50-13-1Q02-00-1,お茶の水女子大学,生活科学部,東京(23区),,昼間
0204-50-13-1X05-00-1,お茶の水女子大学,文教育学部,東京(23区),,昼間
0204-50-13-1Z86-00-1,お茶の水女子大学,共創工学部,東京,,昼間
0204-50-13-2Y76-02-1,お茶の水女子大学,人間文化創成科学研究科,東京(23区),博士課程（前期）,昼間
0204-50-13-2Y76-02-1,お茶の水女子大学,人間文化創成科学研究科（博士課程(前期)）,東京(23区),博士課程（前期）,昼間
0204-50-13-4Y76-03-1,お茶の水女子大学,人間文化創成科学研究科,東京(23区),博士課程（後期）,昼間
0204-50-13-4Y76-03-1,お茶の水女子大学,人間文化創成科学研究科（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0208-13-13-1S01-00-1,東京学芸大学,教育学部（教員養成以外）,東京,,昼間
0208-13-13-1S01-01-1,東京学芸大学,教育学研究科,東京,修士課程,昼間
0208-13-13-1S01-01-1,東京学芸大学,教育学研究科（修士課程）,東京,修士課程,昼間
0208-13-13-1S02-00-1,東京学芸大学,教育学部（教員養成）,東京,,昼間
0208-13-13-4S10-03-1,東京学芸大学,連合学校教育学研究科,東京,博士課程（後期）,昼間
0208-13-13-4S10-03-1,東京学芸大学,連合学校教育学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0208-13-13-GS01-09-1,東京学芸大学,教育学研究科,東京,専門職学位課程教職大学院,昼間
0208-13-13-GS01-09-1,東京学芸大学,教育学研究科（教員養成）,東京,専門職学位課程教職大学院,昼間
0212-13-13-1G01-00-1,東京農工大学,工学部,東京,,昼間
0212-13-13-1K01-00-1,東京農工大学,農学部,東京,,昼間
0212-13-13-1K01-00-1,東京農工大学,農学部（群）,東京,,昼間
0212-13-13-1K24-01-1,東京農工大学,農学（教育部）（府）,東京,修士課程,昼間
0212-13-13-1K24-01-1,東京農工大学,農学府,東京,修士課程,昼間
0212-13-13-1K24-01-1,東京農工大学,農学府（修士課程）,東京,修士課程,昼間
0212-13-13-2G25-02-1,東京農工大学,工学教育部（府）,東京,博士課程（前期）,昼間
0212-13-13-2G25-02-1,東京農工大学,工学府,東京,博士課程（前期）,昼間
0212-13-13-2G25-02-1,東京農工大学,工学府（博士課程(前期)）,東京,博士課程（前期）,昼間
0212-13-13-2Y27-02-1,東京農工大学,生物システム応用科学教育部（府）,東京,博士課程（前期）,昼間
0212-13-13-2Y27-02-1,東京農工大学,生物システム応用科学府,東京,博士課程（前期）,昼間
0212-13-13-2Y27-02-1,東京農工大学,生物システム応用科学府（博士課程(前期)）,東京,博士課程（前期）,昼間
0212-13-13-4G25-03-1,東京農工大学,工学教育部（府）,東京,博士課程（後期）,昼間
0212-13-13-4G25-03-1,東京農工大学,工学府,東京,博士課程（後期）,昼間
0212-13-13-4G25-03-1,東京農工大学,工学府（博士課程(後期)）,東京,博士課程（後期）,昼間
0212-13-13-4K10-00-1,東京農工大学,農学部（6年制(獣医)）,東京,,昼間
0212-13-13-4K10-00-1,東京農工大学,農学部（修業年限６年）,東京,,昼間
0212-13-13-4K11-03-1,東京農工大学,連合農学研究科,東京,博士課程（後期）,昼間
0212-13-13-4K11-03-1,東京農工大学,連合農学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0212-13-13-4Y27-03-1,東京農工大学,生物システム応用科学教育部（府）,東京,博士課程（後期）,昼間
0212-13-13-4Y27-03-1,東京農工大学,生物システム応用科学府,東京,博士課程（後期）,昼間
0212-13-13-4Y27-03-1,東京農工大学,生物システム応用科学府（博士課程(後期)）,東京,博士課程（後期）,昼間
0212-13-13-5Y27-06-1,東京農工大学,生物システム応用科学教育部（府）,東京,博士課程（医歯薬学、獣医学関係以外の一貫制課程3～5年次）,昼間
0212-13-13-5Y27-06-1,東京農工大学,生物システム応用科学府,東京,博士課程（医歯薬学、獣医学関係以外の一貫制課程3～5年次）,昼間
0212-13-13-6K24-04-1,東京農工大学,農学（教育部）（府）,東京,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0212-13-13-6K24-04-1,東京農工大学,農学府,東京,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0212-13-13-6K24-04-1,東京農工大学,農学府（4年制博士課程(獣医)）,東京,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0212-13-13-AG25-07-1,東京農工大学,工学教育部（府）,東京,専門職学位課程,昼間
0212-13-13-AG25-07-1,東京農工大学,工学府,東京,専門職学位課程,昼間
0212-13-13-AG25-07-1,東京農工大学,工学府（専門職学位課程）,東京,専門職学位課程,昼間
0216-13-13-1Y20-00-1,電気通信大学,情報理工学域,東京,,昼間
0216-13-13-1Y20-00-1,電気通信大学,情報理工学部,東京,,昼間
0216-13-13-1Y20-00-1,電気通信大学,情報理工学部（域）,東京,,昼間
0216-13-13-2X20-02-1,電気通信大学,情報理工学研究科,東京,博士課程（前期）,昼間
0216-13-13-2X20-02-1,電気通信大学,情報理工学研究科（博士課程(前期)）,東京,博士課程（前期）,昼間
0216-13-13-2Y20-00-2,電気通信大学,情報理工学域（夜間主課程）,東京,,夜間
0216-13-13-2Y20-00-2,電気通信大学,情報理工学部（域）,東京,,夜間
0216-13-13-2Y20-00-2,電気通信大学,情報理工学部（夜間主）,東京,,夜間
0216-13-13-2Y20-00-2,電気通信大学,情報理工学部（夜間主）（夜間）,東京,,夜間
0216-13-13-4G14-03-1,電気通信大学,情報システム学研究科,東京,博士課程（後期）,昼間
0216-13-13-4G14-03-1,電気通信大学,情報システム学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0216-13-13-4X20-03-1,電気通信大学,情報理工学研究科,東京,博士課程（後期）,昼間
0216-13-13-4X20-03-1,電気通信大学,情報理工学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0220-13-13-1A21-01-1,一橋大学,言語社会研究科,東京,修士課程,昼間
0220-13-13-1C01-00-1,一橋大学,社会学部,東京,,昼間
0220-13-13-1C01-01-1,一橋大学,法学研究科,東京,修士課程,昼間
0220-13-13-1C04-01-1,一橋大学,社会学研究科,東京,修士課程,昼間
0220-13-13-1C05-00-1,一橋大学,法学部,東京,,昼間
0220-13-13-1C09-00-1,一橋大学,経済学部,東京,,昼間
0220-13-13-1C09-01-1,一橋大学,経済学研究科,東京,修士課程,昼間
0220-13-13-1C09-01-1,一橋大学,経済学研究科（修士課程）,東京,修士課程,昼間
0220-13-13-1C28-00-1,一橋大学,商学部,東京,,昼間
0220-13-13-1C42-01-1,一橋大学,経営管理研究科,東京,修士課程,昼間
0220-13-13-1C42-01-1,一橋大学,経営管理研究科（修士課程）,東京,修士課程,昼間
0220-13-13-1Z71-00-1,一橋大学,ソーシャル・データサイエンス学部,東京,,昼間
0220-13-13-4A21-03-1,一橋大学,言語社会研究科,東京,博士課程（後期）,昼間
0220-13-13-4A21-03-1,一橋大学,言語社会研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0220-13-13-4C01-03-1,一橋大学,法学研究科,東京,博士課程（後期）,昼間
0220-13-13-4C01-03-1,一橋大学,法学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0220-13-13-4C04-03-1,一橋大学,社会学研究科,東京,博士課程（後期）,昼間
0220-13-13-4C04-03-1,一橋大学,社会学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0220-13-13-4C09-03-1,一橋大学,経済学研究科,東京,博士課程（後期）,昼間
0220-13-13-4C09-03-1,一橋大学,経済学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0220-13-13-4C37-03-1,一橋大学,商学研究科,東京,博士課程（後期）,昼間
0220-13-13-4C37-03-1,一橋大学,商学研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0220-13-13-4C42-03-1,一橋大学,経営管理研究科,東京,博士課程（後期）,昼間
0220-13-13-4C42-03-1,一橋大学,経営管理研究科（博士課程(後期)）,東京,博士課程（後期）,昼間
0220-13-13-AD23-07-1,一橋大学,国際・公共政策教育部,東京,専門職学位課程,昼間
0220-13-13-AD23-07-1,一橋大学,国際・公共政策教育部（専門職学位課程）,東京,専門職学位課程,昼間
0220-13-13-AD23-07-1,一橋大学,大学院国際・公共政策教育部,東京,専門職学位課程,昼間
0220-13-13-CC01-08-1,一橋大学,法学研究科,東京,専門職学位課程法科大学院,昼間
0220-50-13-4C67-03-1,一橋大学,国際企業戦略研究科,東京(23区),博士課程（後期）,昼間
0220-50-13-4C67-03-1,一橋大学,国際企業戦略研究科（博士課程(後期)）,東京(23区),博士課程（後期）,昼間
0220-50-13-8C01-03-2,一橋大学,法学研究科,東京(23区),博士課程（後期）,夜間
0220-50-13-8C01-03-2,一橋大学,法学研究科（博士課程(後期)）（夜間）,東京(23区),博士課程（後期）,夜間
0220-50-13-8C42-03-2,一橋大学,経営管理研究科,東京(23区),博士課程（後期）,夜間
0220-50-13-8C42-03-2,一橋大学,経営管理研究科（博士課程(後期)）,東京(23区),博士課程（後期）,夜間
0220-50-13-8C42-03-2,一橋大学,経営管理研究科（博士課程(後期)）（夜間）,東京(23区),博士課程（後期）,夜間
0220-50-13-8C67-03-2,一橋大学,国際企業戦略研究科,東京(23区),博士課程（後期）,夜間
0220-50-13-8C67-03-2,一橋大学,国際企業戦略研究科（博士課程(後期)）（夜間）,東京(23区),博士課程（後期）,夜間
0220-50-13-9C01-01-2,一橋大学,法学研究科,東京(23区),修士課程,夜間
0220-50-13-9C01-01-2,一橋大学,法学研究科（修士課程）（夜間）,東京(23区),修士課程,夜間
0220-50-13-9C42-01-2,一橋大学,経営管理研究科,東京(23区),修士課程,夜間
0220-50-13-9C42-01-2,一橋大学,経営管理研究科（修士課程）（夜間）,東京(23区),修士課程,夜間
0220-50-13-AC42-07-1,一橋大学,経営管理研究科,東京(23区),専門職学位課程,昼間
0220-50-13-AC42-07-1,一橋大学,経営管理研究科（専門職学位課程）,東京(23区),専門職学位課程,昼間
0224-51-14-1C09-00-1,横浜国立大学,経済学部,横浜市,,昼間
0224-51-14-1C27-00-1,横浜国立大学,経営学部,横浜市,,昼間
0224-51-14-1S01-01-1,横浜国立大学,教育学研究科,横浜市,修士課程,昼間
0224-51-14-1S01-01-1,横浜国立大学,教育学研究科（修士課程）,横浜市,修士課程,昼間
0224-51-14-1S02-00-1,横浜国立大学,教育学部（教員養成）,横浜市,,昼間
0224-51-14-1X07-00-1,横浜国立大学,理工学部,横浜市,,昼間
0224-51-14-1X71-00-1,横浜国立大学,教育人間科学部,横浜市,,昼間
0224-51-14-1X71-00-1,横浜国立大学,教育人間科学部（教員養成以外）,横浜市,,昼間
0224-51-14-1X72-00-1,横浜国立大学,教育人間科学部（教員養成）,横浜市,,昼間
0224-51-14-1Z40-00-1,横浜国立大学,都市科学部,横浜市,,昼間
0224-51-14-1Z84-01-1,横浜国立大学,先進実践学環,横浜市,修士課程,昼間
0224-51-14-1Z99-00-1,横浜国立大学,いずれの学部にも所属しない聴講生・研究生等,横浜市,,昼間
0224-51-14-1Z99-00-1,横浜国立大学,留学生センター,横浜市,,昼間
0224-51-14-2D53-02-1,横浜国立大学,国際社会科学府,横浜市,博士課程（前期）,昼間
0224-51-14-2D53-02-1,横浜国立大学,国際社会科学府（博士課程(前期)）,横浜市,博士課程（前期）,昼間
0224-51-14-2G69-02-1,横浜国立大学,理工学府,横浜市,博士課程（前期）,昼間
0224-51-14-2G69-02-1,横浜国立大学,理工学府（博士課程(前期)）,横浜市,博士課程（前期）,昼間
0224-51-14-2Y02-02-1,横浜国立大学,環境情報学府,横浜市,博士課程（前期）,昼間
0224-51-14-2Y02-02-1,横浜国立大学,環境情報学府（博士課程(前期)）,横浜市,博士課程（前期）,昼間
0224-51-14-2Z17-02-1,横浜国立大学,都市イノベーション学府,横浜市,博士課程（前期）,昼間
0224-51-14-2Z17-02-1,横浜国立大学,都市イノベーション学府（博士課程(前期)）,横浜市,博士課程（前期）,昼間
0224-51-14-4D53-03-1,横浜国立大学,国際社会科学府,横浜市,博士課程（後期）,昼間
0224-51-14-4D53-03-1,横浜国立大学,国際社会科学府（博士課程(後期)）,横浜市,博士課程（後期）,昼間
0224-51-14-4G69-03-1,横浜国立大学,理工学府,横浜市,博士課程（後期）,昼間
0224-51-14-4G69-03-1,横浜国立大学,理工学府（博士課程(後期)）,横浜市,博士課程（後期）,昼間
0224-51-14-4Y02-03-1,横浜国立大学,環境情報学府,横浜市,博士課程（後期）,昼間
0224-51-14-4Y02-03-1,横浜国立大学,環境情報学府（博士課程(後期)）,横浜市,博士課程（後期）,昼間
0224-51-14-4Z17-03-1,横浜国立大学,都市イノベーション学府,横浜市,博士課程（後期）,昼間
0224-51-14-4Z17-03-1,横浜国立大学,都市イノベーション学府（博士課程(後期)）,横浜市,博士課程（後期）,昼間
0224-51-14-GS01-09-1,横浜国立大学,教育学研究科,横浜市,専門職学位課程教職大学院,昼間
0228-67-15-1A06-00-1,新潟大学,人文学部,新潟市,,昼間
0228-67-15-1C05-00-1,新潟大学,法学部,新潟市,,昼間
0228-67-15-1C09-00-1,新潟大学,経済学部,新潟市,,昼間
0228-67-15-1C51-00-1,新潟大学,経済科学部,新潟市,,昼間
0228-67-15-1D38-00-1,新潟大学,創生学部,新潟市,,昼間
0228-67-15-1E01-00-1,新潟大学,理学部,新潟市,,昼間
0228-67-15-1G01-00-1,新潟大学,工学部,新潟市,,昼間
0228-67-15-1K01-00-1,新潟大学,農学部,新潟市,,昼間
0228-67-15-1M04-00-1,新潟大学,医学部（修業年限４年）,新潟市,,昼間
0228-67-15-1M04-00-1,新潟大学,医学部（保健学科）,新潟市,,昼間
0228-67-15-1M09-00-1,新潟大学,歯学部（口腔生命福祉学科）,新潟市,,昼間
0228-67-15-1M09-00-1,新潟大学,歯学部（修業年限４年）,新潟市,,昼間
0228-67-15-1M22-01-1,新潟大学,医歯学総合研究科,新潟市,修士課程,昼間
0228-67-15-1M22-01-1,新潟大学,医歯学総合研究科（修士課程）,新潟市,修士課程,昼間
0228-67-15-1S01-00-1,新潟大学,教育学部（学校教員養成課程以外）,新潟市,,昼間
0228-67-15-1S01-00-1,新潟大学,教育学部（教員養成以外）,新潟市,,昼間
0228-67-15-1S02-00-1,新潟大学,教育学部（学校教員養成課程）,新潟市,,昼間
0228-67-15-1S02-00-1,新潟大学,教育学部（教員養成）,新潟市,,昼間
0228-67-15-1Z99-00-1,新潟大学,いずれの学部にも所属しない聴講生・研究生等,新潟市,,昼間
0228-67-15-2C09-00-2,新潟大学,経済学部（夜間主）,新潟市,,夜間
0228-67-15-2C09-00-2,新潟大学,経済学部（夜間主）（夜間）,新潟市,,夜間
0228-67-15-2M11-02-1,新潟大学,保健学研究科,新潟市,博士課程（前期）,昼間
0228-67-15-2M11-02-1,新潟大学,保健学研究科（博士課程(前期)）,新潟市,博士課程（前期）,昼間
0228-67-15-2M11-02-1,新潟大学,保健学研究科（博士前期課程）,新潟市,博士課程（前期）,昼間
0228-67-15-2M22-02-1,新潟大学,医歯学総合研究科,新潟市,博士課程（前期）,昼間
0228-67-15-2M22-02-1,新潟大学,医歯学総合研究科（博士課程(前期)）,新潟市,博士課程（前期）,昼間
0228-67-15-2M22-02-1,新潟大学,医歯学総合研究科（博士前期課程）,新潟市,博士課程（前期）,昼間
0228-67-15-2X08-02-1,新潟大学,自然科学研究科,新潟市,博士課程（前期）,昼間
0228-67-15-2X08-02-1,新潟大学,自然科学研究科（博士課程(前期)）,新潟市,博士課程（前期）,昼間
